URL,PublishDate,Article_ID,source,entity,sentiment
https://nasional.kompas.com/read/2023/02/27/23420221/anggaran-untuk-pangkalan-al-di-nabire-macet-ini-penjelasan-kadispenal,2023-02-27 23:42:02,23420221,kompas,kadispenal,neutral
https://nasional.kompas.com/read/2023/02/27/23420221/anggaran-untuk-pangkalan-al-di-nabire-macet-ini-penjelasan-kadispenal,2023-02-27 23:42:02,23420221,kompas,laksma julius widjojono,neutral
https://nasional.kompas.com/read/2023/02/27/23420221/anggaran-untuk-pangkalan-al-di-nabire-macet-ini-penjelasan-kadispenal,2023-02-27 23:42:02,23420221,kompas,pangkalan tni al,neutral
https://nasional.kompas.com/read/2023/02/27/23420221/anggaran-untuk-pangkalan-al-di-nabire-macet-ini-penjelasan-kadispenal,2023-02-27 23:42:02,23420221,kompas,lanal,neutral
https://nasional.kompas.com/read/2023/02/27/23420221/anggaran-untuk-pangkalan-al-di-nabire-macet-ini-penjelasan-kadispenal,2023-02-27 23:42:02,23420221,kompas,julius,neutral
https://nasional.kompas.com/read/2023/02/27/21491781/4231-pejabat-pegawai-kemenkeu-belum-lapor-lhkpn-tingkat-pelaporan-8686,2023-02-27 21:49:17,21491781,kompas,kementerian keuangan,neutral
https://nasional.kompas.com/read/2023/02/27/21491781/4231-pejabat-pegawai-kemenkeu-belum-lapor-lhkpn-tingkat-pelaporan-8686,2023-02-27 21:49:17,21491781,kompas,kemenkeu,neutral
https://nasional.kompas.com/read/2023/02/27/21491781/4231-pejabat-pegawai-kemenkeu-belum-lapor-lhkpn-tingkat-pelaporan-8686,2023-02-27 21:49:17,21491781,kompas,kpk,neutral
https://nasional.kompas.com/read/2023/02/27/21491781/4231-pejabat-pegawai-kemenkeu-belum-lapor-lhkpn-tingkat-pelaporan-8686,2023-02-27 21:49:17,21491781,kompas,kompas. com,neutral
https://nasional.kompas.com/read/2023/02/27/21433081/berita-foto-terbukti-bersalah-agus-nurpatria-divonis-2-tahun-penjara,2023-02-27 21:43:30,21433081,kompas,majelis hakim pengadilan negeri ( pn ) jakarta selatan,neutral
https://nasional.kompas.com/read/2023/02/27/21433081/berita-foto-terbukti-bersalah-agus-nurpatria-divonis-2-tahun-penjara,2023-02-27 21:43:30,21433081,kompas,kepala detasemen ( kaden ) a biro paminal div propam polri,neutral
https://nasional.kompas.com/read/2023/02/27/21433081/berita-foto-terbukti-bersalah-agus-nurpatria-divonis-2-tahun-penjara,2023-02-27 21:43:30,21433081,kompas,agus nurpatria,neutral
https://nasional.kompas.com/read/2023/02/27/21305571/berita-foto-momen-hendra-kurniawan-divonis-3-tahun-penjara,2023-02-27 21:30:55,21305571,kompas,kepala biro pengamanan internal di lingkungan ( paminal ) polri,neutral
https://nasional.kompas.com/read/2023/02/27/21305571/berita-foto-momen-hendra-kurniawan-divonis-3-tahun-penjara,2023-02-27 21:30:55,21305571,kompas,hendra kurniawan,neutral
https://nasional.kompas.com/read/2023/02/27/21305571/berita-foto-momen-hendra-kurniawan-divonis-3-tahun-penjara,2023-02-27 21:30:55,21305571,kompas,nofriansyah yosua hutabarat,neutral
https://nasional.kompas.com/read/2023/02/27/21305571/berita-foto-momen-hendra-kurniawan-divonis-3-tahun-penjara,2023-02-27 21:30:55,21305571,kompas,jaksa penuntut umum,neutral
https://nasional.kompas.com/read/2023/02/27/21305571/berita-foto-momen-hendra-kurniawan-divonis-3-tahun-penjara,2023-02-27 21:30:55,21305571,kompas,##u,neutral
https://nasional.kompas.com/read/2023/02/27/21212351/berita-foto-tangis-anak-hendra-kurniawan-usai-ayahnya-divonis-3-tahun,2023-02-27 21:21:23,21212351,kompas,hendra kurniawan,neutral
https://nasional.kompas.com/read/2023/02/27/21212351/berita-foto-tangis-anak-hendra-kurniawan-usai-ayahnya-divonis-3-tahun,2023-02-27 21:21:23,21212351,kompas,hanin,neutral
https://nasional.kompas.com/read/2023/02/27/21212351/berita-foto-tangis-anak-hendra-kurniawan-usai-ayahnya-divonis-3-tahun,2023-02-27 21:21:23,21212351,kompas,hendra,neutral
https://nasional.kompas.com/read/2023/02/27/21212351/berita-foto-tangis-anak-hendra-kurniawan-usai-ayahnya-divonis-3-tahun,2023-02-27 21:21:23,21212351,kompas,nofriansyah yosua hutabarat,neutral
https://nasional.kompas.com/read/2023/02/27/21212351/berita-foto-tangis-anak-hendra-kurniawan-usai-ayahnya-divonis-3-tahun,2023-02-27 21:21:23,21212351,kompas,brigadir j. han,neutral
https://nasional.kompas.com/read/2023/02/27/20232741/laporan-ppatk-ke-kpk-soal-transaksi-rafael-baru-diproses-pukat-ugm-soroti,2023-02-27 20:23:27,20232741,kompas,pusat kajian anti korupsi ( pukat ) universitas gadjah mada,neutral
https://nasional.kompas.com/read/2023/02/27/20232741/laporan-ppatk-ke-kpk-soal-transaksi-rafael-baru-diproses-pukat-ugm-soroti,2023-02-27 20:23:27,20232741,kompas,ugm,neutral
https://nasional.kompas.com/read/2023/02/27/20232741/laporan-ppatk-ke-kpk-soal-transaksi-rafael-baru-diproses-pukat-ugm-soroti,2023-02-27 20:23:27,20232741,kompas,pelaporan dan analisis transaksi keuangan,neutral
https://nasional.kompas.com/read/2023/02/27/20232741/laporan-ppatk-ke-kpk-soal-transaksi-rafael-baru-diproses-pukat-ugm-soroti,2023-02-27 20:23:27,20232741,kompas,ppatk,neutral
https://nasional.kompas.com/read/2023/02/27/20232741/laporan-ppatk-ke-kpk-soal-transaksi-rafael-baru-diproses-pukat-ugm-soroti,2023-02-27 20:23:27,20232741,kompas,komisi pemberantasan korupsi,neutral
https://nasional.kompas.com/read/2023/02/27/20232741/laporan-ppatk-ke-kpk-soal-transaksi-rafael-baru-diproses-pukat-ugm-soroti,2023-02-27 20:23:27,20232741,kompas,kpk,neutral
https://nasional.kompas.com/read/2023/02/27/20232741/laporan-ppatk-ke-kpk-soal-transaksi-rafael-baru-diproses-pukat-ugm-soroti,2023-02-27 20:23:27,20232741,kompas,ditjen pajak,neutral
https://nasional.kompas.com/read/2023/02/27/20232741/laporan-ppatk-ke-kpk-soal-transaksi-rafael-baru-diproses-pukat-ugm-soroti,2023-02-27 20:23:27,20232741,kompas,rafael alun trisambodo,neutral
https://nasional.kompas.com/read/2023/02/27/20232741/laporan-ppatk-ke-kpk-soal-transaksi-rafael-baru-diproses-pukat-ugm-soroti,2023-02-27 20:23:27,20232741,kompas,pp,neutral
https://nasional.kompas.com/read/2023/02/27/20232741/laporan-ppatk-ke-kpk-soal-transaksi-rafael-baru-diproses-pukat-ugm-soroti,2023-02-27 20:23:27,20232741,kompas,##at,neutral
https://nasional.kompas.com/read/2023/02/27/20031301/dompet-dhuafa-dan-pln-indonesia-power-salurkan-350-porsi-makanan-untuk,2023-02-27 20:03:13,20031301,kompas,dompet dhuafa,neutral
https://nasional.kompas.com/read/2023/02/27/20031301/dompet-dhuafa-dan-pln-indonesia-power-salurkan-350-porsi-makanan-untuk,2023-02-27 20:03:13,20031301,kompas,pt perusahaan listrik negara ( pln ) indonesia power,neutral
https://nasional.kompas.com/read/2023/02/27/20031301/dompet-dhuafa-dan-pln-indonesia-power-salurkan-350-porsi-makanan-untuk,2023-02-27 20:03:13,20031301,kompas,dompet dhuafa,neutral
https://nasional.kompas.com/read/2023/02/27/20031301/dompet-dhuafa-dan-pln-indonesia-power-salurkan-350-porsi-makanan-untuk,2023-02-27 20:03:13,20031301,kompas,unit disaster management center,neutral
https://nasional.kompas.com/read/2023/02/27/20031301/dompet-dhuafa-dan-pln-indonesia-power-salurkan-350-porsi-makanan-untuk,2023-02-27 20:03:13,20031301,kompas,dmc,neutral
https://nasional.kompas.com/read/2023/02/27/19552371/brigjen-rafael-granada-resmi-jabat-danpaspampres-ini-harapan-panglima-yudo,2023-02-27 19:55:23,19552371,kompas,brigadir jenderal,neutral
https://nasional.kompas.com/read/2023/02/27/19552371/brigjen-rafael-granada-resmi-jabat-danpaspampres-ini-harapan-panglima-yudo,2023-02-27 19:55:23,19552371,kompas,brigjen ),neutral
https://nasional.kompas.com/read/2023/02/27/19552371/brigjen-rafael-granada-resmi-jabat-danpaspampres-ini-harapan-panglima-yudo,2023-02-27 19:55:23,19552371,kompas,rafael granada baay,neutral
https://nasional.kompas.com/read/2023/02/27/19552371/brigjen-rafael-granada-resmi-jabat-danpaspampres-ini-harapan-panglima-yudo,2023-02-27 19:55:23,19552371,kompas,komandan,neutral
https://nasional.kompas.com/read/2023/02/27/19552371/brigjen-rafael-granada-resmi-jabat-danpaspampres-ini-harapan-panglima-yudo,2023-02-27 19:55:23,19552371,kompas,pasukan,neutral
https://nasional.kompas.com/read/2023/02/27/19552371/brigjen-rafael-granada-resmi-jabat-danpaspampres-ini-harapan-panglima-yudo,2023-02-27 19:55:23,19552371,kompas,pengamanan presiden,neutral
https://nasional.kompas.com/read/2023/02/27/19552371/brigjen-rafael-granada-resmi-jabat-danpaspampres-ini-harapan-panglima-yudo,2023-02-27 19:55:23,19552371,kompas,##pamp,neutral
https://nasional.kompas.com/read/2023/02/27/19552371/brigjen-rafael-granada-resmi-jabat-danpaspampres-ini-harapan-panglima-yudo,2023-02-27 19:55:23,19552371,kompas,marsekal,neutral
https://nasional.kompas.com/read/2023/02/27/19552371/brigjen-rafael-granada-resmi-jabat-danpaspampres-ini-harapan-panglima-yudo,2023-02-27 19:55:23,19552371,kompas,mars,neutral
https://nasional.kompas.com/read/2023/02/27/19453781/soal-cawapres-anies-demokrat-untuk-bisa-menang-sebaiknya-anies-ahy,2023-02-27 19:45:37,19453781,kompas,deputi analisis data dan informasi dpp partai demokrat,neutral
https://nasional.kompas.com/read/2023/02/27/19453781/soal-cawapres-anies-demokrat-untuk-bisa-menang-sebaiknya-anies-ahy,2023-02-27 19:45:37,19453781,kompas,syahrial nasution,neutral
https://nasional.kompas.com/read/2023/02/27/19453781/soal-cawapres-anies-demokrat-untuk-bisa-menang-sebaiknya-anies-ahy,2023-02-27 19:45:37,19453781,kompas,pks,neutral
https://nasional.kompas.com/read/2023/02/27/19453781/soal-cawapres-anies-demokrat-untuk-bisa-menang-sebaiknya-anies-ahy,2023-02-27 19:45:37,19453781,kompas,anies baswedan,neutral
https://nasional.kompas.com/read/2023/02/27/19453781/soal-cawapres-anies-demokrat-untuk-bisa-menang-sebaiknya-anies-ahy,2023-02-27 19:45:37,19453781,kompas,demokrat,neutral
https://nasional.kompas.com/read/2023/02/27/19453781/soal-cawapres-anies-demokrat-untuk-bisa-menang-sebaiknya-anies-ahy,2023-02-27 19:45:37,19453781,kompas,anies,neutral
https://nasional.kompas.com/read/2023/02/27/19453781/soal-cawapres-anies-demokrat-untuk-bisa-menang-sebaiknya-anies-ahy,2023-02-27 19:45:37,19453781,kompas,ketua umum demokrat,neutral
https://nasional.kompas.com/read/2023/02/27/19453781/soal-cawapres-anies-demokrat-untuk-bisa-menang-sebaiknya-anies-ahy,2023-02-27 19:45:37,19453781,kompas,agus harimurti yudhoyono,neutral
https://nasional.kompas.com/read/2023/02/27/19453781/soal-cawapres-anies-demokrat-untuk-bisa-menang-sebaiknya-anies-ahy,2023-02-27 19:45:37,19453781,kompas,ahy,neutral
https://nasional.kompas.com/read/2023/02/27/19451821/selidiki-kerusuhan-di-wamena-yang-tewaskan-12-orang-tni-bentuk-tim,2023-02-27 19:45:18,19451821,kompas,tni,neutral
https://nasional.kompas.com/read/2023/02/27/19451821/selidiki-kerusuhan-di-wamena-yang-tewaskan-12-orang-tni-bentuk-tim,2023-02-27 19:45:18,19451821,kompas,panglima kodam xvii / cenderawasih,neutral
https://nasional.kompas.com/read/2023/02/27/19451821/selidiki-kerusuhan-di-wamena-yang-tewaskan-12-orang-tni-bentuk-tim,2023-02-27 19:45:18,19451821,kompas,mayjen m saleh,neutral
https://nasional.kompas.com/read/2023/02/27/19451821/selidiki-kerusuhan-di-wamena-yang-tewaskan-12-orang-tni-bentuk-tim,2023-02-27 19:45:18,19451821,kompas,polri,neutral
https://nasional.kompas.com/read/2023/02/27/19451821/selidiki-kerusuhan-di-wamena-yang-tewaskan-12-orang-tni-bentuk-tim,2023-02-27 19:45:18,19451821,kompas,saleh,neutral
https://nasional.kompas.com/read/2023/02/27/19290731/dituding-partisan-soal-pileg-proporsional-tertutup-ketua-kpu-minta-nama,2023-02-27 19:29:07,19290731,kompas,ketua komisi pemilihan umum ( kpu ) ri,neutral
https://nasional.kompas.com/read/2023/02/27/19290731/dituding-partisan-soal-pileg-proporsional-tertutup-ketua-kpu-minta-nama,2023-02-27 19:29:07,19290731,kompas,hasyim asy \,neutral
https://nasional.kompas.com/read/2023/02/27/19290731/dituding-partisan-soal-pileg-proporsional-tertutup-ketua-kpu-minta-nama,2023-02-27 19:29:07,19290731,kompas,ari,neutral
https://nasional.kompas.com/read/2023/02/27/19290731/dituding-partisan-soal-pileg-proporsional-tertutup-ketua-kpu-minta-nama,2023-02-27 19:29:07,19290731,kompas,majelis pemeriksa dewan kehormatan penyelenggara pemilu,neutral
https://nasional.kompas.com/read/2023/02/27/19290731/dituding-partisan-soal-pileg-proporsional-tertutup-ketua-kpu-minta-nama,2023-02-27 19:29:07,19290731,kompas,dkpp,neutral
https://nasional.kompas.com/read/2023/02/27/19290731/dituding-partisan-soal-pileg-proporsional-tertutup-ketua-kpu-minta-nama,2023-02-27 19:29:07,19290731,kompas,dkpp,neutral
https://nasional.kompas.com/read/2023/02/27/19290731/dituding-partisan-soal-pileg-proporsional-tertutup-ketua-kpu-minta-nama,2023-02-27 19:29:07,19290731,kompas,hasyim,neutral
https://nasional.kompas.com/read/2023/02/27/19194641/saat-anies-blak-blakan-akan-bawa-slogan-pemprov-dki-jakarta-untuk-hadapi,2023-02-27 19:19:46,19194641,kompas,anies baswedan,neutral
https://nasional.kompas.com/read/2023/02/27/19194641/saat-anies-blak-blakan-akan-bawa-slogan-pemprov-dki-jakarta-untuk-hadapi,2023-02-27 19:19:46,19194641,kompas,pemerintah provinsi dki jakarta,neutral
https://nasional.kompas.com/read/2023/02/27/19194641/saat-anies-blak-blakan-akan-bawa-slogan-pemprov-dki-jakarta-untuk-hadapi,2023-02-27 19:19:46,19194641,kompas,penjabat gubernur dki jakarta,neutral
https://nasional.kompas.com/read/2023/02/27/19194641/saat-anies-blak-blakan-akan-bawa-slogan-pemprov-dki-jakarta-untuk-hadapi,2023-02-27 19:19:46,19194641,kompas,heru budi,neutral
https://nasional.kompas.com/read/2023/02/27/19170051/tinjau-lapas-banda-aceh-wamenkumham-resmikan-barber-shop,2023-02-27 19:17:00,19170051,kompas,wakil menteri hukum dan ham,neutral
https://nasional.kompas.com/read/2023/02/27/19170051/tinjau-lapas-banda-aceh-wamenkumham-resmikan-barber-shop,2023-02-27 19:17:00,19170051,kompas,edward omar sharif hiariej,neutral
https://nasional.kompas.com/read/2023/02/27/19170051/tinjau-lapas-banda-aceh-wamenkumham-resmikan-barber-shop,2023-02-27 19:17:00,19170051,kompas,lembaga pembinaan khusus anak (,neutral
https://nasional.kompas.com/read/2023/02/27/19170051/tinjau-lapas-banda-aceh-wamenkumham-resmikan-barber-shop,2023-02-27 19:17:00,19170051,kompas,lpka,neutral
https://nasional.kompas.com/read/2023/02/27/19005381/kemenkeu-datangi-kpk-bahas-pemeriksaan-kekayaan-rafael-alun-trisambodo,2023-02-27 19:00:53,19005381,kompas,komisi pemeberantasan korupsi,neutral
https://nasional.kompas.com/read/2023/02/27/19005381/kemenkeu-datangi-kpk-bahas-pemeriksaan-kekayaan-rafael-alun-trisambodo,2023-02-27 19:00:53,19005381,kompas,kpk,neutral
https://nasional.kompas.com/read/2023/02/27/19005381/kemenkeu-datangi-kpk-bahas-pemeriksaan-kekayaan-rafael-alun-trisambodo,2023-02-27 19:00:53,19005381,kompas,kementerian keuangan,neutral
https://nasional.kompas.com/read/2023/02/27/19005381/kemenkeu-datangi-kpk-bahas-pemeriksaan-kekayaan-rafael-alun-trisambodo,2023-02-27 19:00:53,19005381,kompas,kemenkeu,neutral
https://nasional.kompas.com/read/2023/02/27/19005381/kemenkeu-datangi-kpk-bahas-pemeriksaan-kekayaan-rafael-alun-trisambodo,2023-02-27 19:00:53,19005381,kompas,ditjen pajak,neutral
https://nasional.kompas.com/read/2023/02/27/19005381/kemenkeu-datangi-kpk-bahas-pemeriksaan-kekayaan-rafael-alun-trisambodo,2023-02-27 19:00:53,19005381,kompas,rafael alun trisambodo,neutral
https://nasional.kompas.com/read/2023/02/27/19005381/kemenkeu-datangi-kpk-bahas-pemeriksaan-kekayaan-rafael-alun-trisambodo,2023-02-27 19:00:53,19005381,kompas,juru bicara pencegahan kpk,neutral
https://nasional.kompas.com/read/2023/02/27/19005381/kemenkeu-datangi-kpk-bahas-pemeriksaan-kekayaan-rafael-alun-trisambodo,2023-02-27 19:00:53,19005381,kompas,ipi maryati,neutral
https://nasional.kompas.com/read/2023/02/27/19005381/kemenkeu-datangi-kpk-bahas-pemeriksaan-kekayaan-rafael-alun-trisambodo,2023-02-27 19:00:53,19005381,kompas,inspektorat jenderal,neutral
https://nasional.kompas.com/read/2023/02/27/18454801/kapolda-jatim-dan-kapolrestabes-surabaya-diadukan-ke-propam-polri-buntut,2023-02-27 18:45:48,18454801,kompas,kapolda jawa timur,neutral
https://nasional.kompas.com/read/2023/02/27/18454801/kapolda-jatim-dan-kapolrestabes-surabaya-diadukan-ke-propam-polri-buntut,2023-02-27 18:45:48,18454801,kompas,irjen toni hermanto,neutral
https://nasional.kompas.com/read/2023/02/27/18454801/kapolda-jatim-dan-kapolrestabes-surabaya-diadukan-ke-propam-polri-buntut,2023-02-27 18:45:48,18454801,kompas,kapolrestabes surabaya,neutral
https://nasional.kompas.com/read/2023/02/27/18454801/kapolda-jatim-dan-kapolrestabes-surabaya-diadukan-ke-propam-polri-buntut,2023-02-27 18:45:48,18454801,kompas,kombes akhmad yusep,neutral
https://nasional.kompas.com/read/2023/02/27/18454801/kapolda-jatim-dan-kapolrestabes-surabaya-diadukan-ke-propam-polri-buntut,2023-02-27 18:45:48,18454801,kompas,propam mabes polri,neutral
https://nasional.kompas.com/read/2023/02/27/18454801/kapolda-jatim-dan-kapolrestabes-surabaya-diadukan-ke-propam-polri-buntut,2023-02-27 18:45:48,18454801,kompas,brimob polda jatim,neutral
https://nasional.kompas.com/read/2023/02/27/18422341/gaya-hidup-rafael-jadi-sorotan-wakil-ketua-dpr-tak-semua-pejabat-pajak,2023-02-27 18:42:23,18422341,kompas,wakil ketua dpr ri,neutral
https://nasional.kompas.com/read/2023/02/27/18422341/gaya-hidup-rafael-jadi-sorotan-wakil-ketua-dpr-tak-semua-pejabat-pajak,2023-02-27 18:42:23,18422341,kompas,sufmi dasco ahmad,neutral
https://nasional.kompas.com/read/2023/02/27/18422341/gaya-hidup-rafael-jadi-sorotan-wakil-ketua-dpr-tak-semua-pejabat-pajak,2023-02-27 18:42:23,18422341,kompas,rafael alun sambodo,neutral
https://nasional.kompas.com/read/2023/02/27/18422341/gaya-hidup-rafael-jadi-sorotan-wakil-ketua-dpr-tak-semua-pejabat-pajak,2023-02-27 18:42:23,18422341,kompas,kementerian keuangan,neutral
https://nasional.kompas.com/read/2023/02/27/18422341/gaya-hidup-rafael-jadi-sorotan-wakil-ketua-dpr-tak-semua-pejabat-pajak,2023-02-27 18:42:23,18422341,kompas,kemenkeu,neutral
https://nasional.kompas.com/read/2023/02/27/18144171/update-27-februari-2023-kasus-covid-19-bertambah-152-dalam-sehari-totalnya,2023-02-27 18:14:41,18144171,kompas,pemerintah,neutral
https://nasional.kompas.com/read/2023/02/27/18013221/wapres-berharap-arab-saudi-berinvestasi-di-proyek-ikn,2023-02-27 18:01:32,18013221,kompas,wakil presiden ( wapres,neutral
https://nasional.kompas.com/read/2023/02/27/18013221/wapres-berharap-arab-saudi-berinvestasi-di-proyek-ikn,2023-02-27 18:01:32,18013221,kompas,ma \ ' ruf amin,neutral
https://nasional.kompas.com/read/2023/02/27/18013221/wapres-berharap-arab-saudi-berinvestasi-di-proyek-ikn,2023-02-27 18:01:32,18013221,kompas,pemerintah arab saudi,neutral
https://nasional.kompas.com/read/2023/02/27/18013221/wapres-berharap-arab-saudi-berinvestasi-di-proyek-ikn,2023-02-27 18:01:32,18013221,kompas,ma,neutral
https://nasional.kompas.com/read/2023/02/27/18013221/wapres-berharap-arab-saudi-berinvestasi-di-proyek-ikn,2023-02-27 18:01:32,18013221,kompas,' ruf amin,neutral
https://nasional.kompas.com/read/2023/02/27/18013221/wapres-berharap-arab-saudi-berinvestasi-di-proyek-ikn,2023-02-27 18:01:32,18013221,kompas,duta besar arab saudi,neutral
https://nasional.kompas.com/read/2023/02/27/18013221/wapres-berharap-arab-saudi-berinvestasi-di-proyek-ikn,2023-02-27 18:01:32,18013221,kompas,faisal abdullah h,neutral
https://megapolitan.kompas.com/read/2023/02/27/23070621/pemprov-dki-batalkan-pengadaan-lahan-rp-560-miliar-untuk-rusunawa-komisi,2023-02-27 23:07:06,23070621,kompas,dinas perumahan rakyat dan kawasan permukiman ( dprkp ) dki jakarta,neutral
https://megapolitan.kompas.com/read/2023/02/27/23070621/pemprov-dki-batalkan-pengadaan-lahan-rp-560-miliar-untuk-rusunawa-komisi,2023-02-27 23:07:06,23070621,kompas,ketua komisi d dprd dki jakarta,neutral
https://megapolitan.kompas.com/read/2023/02/27/23070621/pemprov-dki-batalkan-pengadaan-lahan-rp-560-miliar-untuk-rusunawa-komisi,2023-02-27 23:07:06,23070621,kompas,ida mahmudah,neutral
https://megapolitan.kompas.com/read/2023/02/27/22425031/polisi-buru-pemilik-akun-instagram-yang-jual-tembakau-gorila-racikan,2023-02-27 22:42:50,22425031,kompas,kepolisian resor ( polres ) metro bekasi kota,neutral
https://megapolitan.kompas.com/read/2023/02/27/22425031/polisi-buru-pemilik-akun-instagram-yang-jual-tembakau-gorila-racikan,2023-02-27 22:42:50,22425031,kompas,polisi,neutral
https://megapolitan.kompas.com/read/2023/02/27/22425031/polisi-buru-pemilik-akun-instagram-yang-jual-tembakau-gorila-racikan,2023-02-27 22:42:50,22425031,kompas,mr,neutral
https://megapolitan.kompas.com/read/2023/02/27/22302721/lpsk-siap-proses-pengajuan-perlindungan-saksi-dan-korban-penganiayaan,2023-02-27 22:30:27,22302721,kompas,lembaga perlindungan saksi dan korban,neutral
https://megapolitan.kompas.com/read/2023/02/27/22302721/lpsk-siap-proses-pengajuan-perlindungan-saksi-dan-korban-penganiayaan,2023-02-27 22:30:27,22302721,kompas,lpsk,neutral
https://megapolitan.kompas.com/read/2023/02/27/22302721/lpsk-siap-proses-pengajuan-perlindungan-saksi-dan-korban-penganiayaan,2023-02-27 22:30:27,22302721,kompas,d,neutral
https://megapolitan.kompas.com/read/2023/02/27/22302721/lpsk-siap-proses-pengajuan-perlindungan-saksi-dan-korban-penganiayaan,2023-02-27 22:30:27,22302721,kompas,mario dandy satrio,neutral
https://megapolitan.kompas.com/read/2023/02/27/22302721/lpsk-siap-proses-pengajuan-perlindungan-saksi-dan-korban-penganiayaan,2023-02-27 22:30:27,22302721,kompas,wakil ketua,neutral
https://megapolitan.kompas.com/read/2023/02/27/22302721/lpsk-siap-proses-pengajuan-perlindungan-saksi-dan-korban-penganiayaan,2023-02-27 22:30:27,22302721,kompas,lpsk,neutral
https://megapolitan.kompas.com/read/2023/02/27/22302721/lpsk-siap-proses-pengajuan-perlindungan-saksi-dan-korban-penganiayaan,2023-02-27 22:30:27,22302721,kompas,achmadi,neutral
https://megapolitan.kompas.com/read/2023/02/27/22302721/lpsk-siap-proses-pengajuan-perlindungan-saksi-dan-korban-penganiayaan,2023-02-27 22:30:27,22302721,kompas,d,neutral
https://megapolitan.kompas.com/read/2023/02/27/22094361/produksi-tembakau-gorila-di-rumah-sendiri-pemuda-pengangguran-bergelar,2023-02-27 22:09:43,22094361,kompas,kepolisian resor ( polres ) metro bekasi kota,neutral
https://megapolitan.kompas.com/read/2023/02/27/22094361/produksi-tembakau-gorila-di-rumah-sendiri-pemuda-pengangguran-bergelar,2023-02-27 22:09:43,22094361,kompas,mr,neutral
https://megapolitan.kompas.com/read/2023/02/27/22094361/produksi-tembakau-gorila-di-rumah-sendiri-pemuda-pengangguran-bergelar,2023-02-27 22:09:43,22094361,kompas,mr,neutral
https://megapolitan.kompas.com/read/2023/02/27/21535551/tagline-pemprov-dki-dipakai-untuk-pilpres-2024-anies-dianggap-bajak-ide,2023-02-27 21:53:55,21535551,kompas,ketua forum warga jakarta,neutral
https://megapolitan.kompas.com/read/2023/02/27/21535551/tagline-pemprov-dki-dipakai-untuk-pilpres-2024-anies-dianggap-bajak-ide,2023-02-27 21:53:55,21535551,kompas,azas tigor nainggolan,neutral
https://megapolitan.kompas.com/read/2023/02/27/21535551/tagline-pemprov-dki-dipakai-untuk-pilpres-2024-anies-dianggap-bajak-ide,2023-02-27 21:53:55,21535551,kompas,pemerintah provinsi (,neutral
https://megapolitan.kompas.com/read/2023/02/27/21535551/tagline-pemprov-dki-dipakai-untuk-pilpres-2024-anies-dianggap-bajak-ide,2023-02-27 21:53:55,21535551,kompas,pemprov ) dki,neutral
https://megapolitan.kompas.com/read/2023/02/27/21535551/tagline-pemprov-dki-dipakai-untuk-pilpres-2024-anies-dianggap-bajak-ide,2023-02-27 21:53:55,21535551,kompas,anies baswedan,neutral
https://megapolitan.kompas.com/read/2023/02/27/21535551/tagline-pemprov-dki-dipakai-untuk-pilpres-2024-anies-dianggap-bajak-ide,2023-02-27 21:53:55,21535551,kompas,tigor,neutral
https://megapolitan.kompas.com/read/2023/02/27/21535551/tagline-pemprov-dki-dipakai-untuk-pilpres-2024-anies-dianggap-bajak-ide,2023-02-27 21:53:55,21535551,kompas,anies,neutral
https://megapolitan.kompas.com/read/2023/02/27/21535551/tagline-pemprov-dki-dipakai-untuk-pilpres-2024-anies-dianggap-bajak-ide,2023-02-27 21:53:55,21535551,kompas,heru budi,neutral
